Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a
LAME3;6,62;21,22;1,91;0,481;0,00%;0,285;1,20;7,40;-4,37;11,32;5,49;6,51%;2,51%;1,72;6,53%;9,02%;0,00;6.514.640.000,00;2,54;9,72%
PORT3;17,24;21,41;2,98;2,922;6,07%;1,213;-190,23;10,56;-2,78;14,06;10,00;27,67%;13,80%;0,96;12,42%;13,94%;16.124.800,00;2.543.580.000,00;1,10;-1,85%
FESA3;14,00;21,76;1,51;2,328;2,89%;1,184;4,26;22,89;6,93;20,81;10,39;10,17%;10,71%;3,55;6,55%;6,95%;2.609,64;3.270.490.000,00;0,09;13,61%
BRFS3;24,26;21,98;2,59;0,722;0,00%;0,661;4,52;9,53;-2,57;11,96;6,69;7,57%;3,86%;1,45;11,93%;11,79%;163.020.000,00;15.753.800.000,00;1,42;11,97%
TOTS3;28,28;22,18;3,72;3,571;1,56%;2,006;9,75;10,28;-27,11;9,97;8,46;34,74%;16,59%;2,40;26,94%;16,79%;81.113.500,00;4.687.570.000,00;0,36;19,57%
CRTP3;86,50;22,26;2,38;2,435;0,00%;1,570;5,55;19,63;8,19;18,02;18,02;12,40%;10,94%;2,14;12,36%;10,68%;0,00;1.210.570.000,00;0,12;10,11%
MERC3;15,28;22,32;1,09;0,000;3,15%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;4,89%;0,00;251.965.000,00;0,00;-6,49%
RDOR3;31,51;22,35;3,03;1,491;2,58%;0,757;2,32;10,31;-3,04;10,68;8,81;14,46%;6,85%;3,03;11,64%;13,56%;213.898.000,00;23.802.400.000,00;1,52;39,08%
BSCT6;2,58;22,49;2,04;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;9,05%;0,00;212.960.000,00;0,00;1,92%
RSIP4;0,44;22,70;1,32;0,875;0,00%;0,433;-10,98;9,53;-1,46;18,48;33,21;9,17%;3,85%;0,90;5,00%;5,80%;0,00;66.914.000,00;1,40;15,13%
RSIP3;0,44;22,70;1,32;0,875;0,00%;0,433;-10,98;9,53;-1,46;18,48;33,21;9,17%;3,85%;0,90;5,00%;5,80%;0,00;66.914.000,00;1,40;15,13%
ELET6;43,85;22,76;0,89;2,825;4,16%;0,370;3,22;12,89;-0,96;18,69;12,61;21,92%;12,41%;2,35;3,20%;3,90%;56.123.400,00;114.094.000.000,00;0,63;4,30%
MYPK3;11,11;22,80;0,41;0,117;1,94%;0,112;0,61;2,00;-0,53;6,81;4,39;5,85%;1,21%;1,59;7,94%;1,82%;13.950.300,00;4.116.400.000,00;1,54;15,79%
USIM6;9,90;23,12;0,52;0,476;2,86%;0,314;1,01;-148,86;3,11;-159,28;12,37;-0,32%;2,86%;3,59;-0,27%;2,26%;194,64;23.691.700.000,00;0,27;14,81%
TVIT3;19,30;23,46;5,45;1,705;0,00%;2,424;175,42;16,02;-12,72;17,14;17,14;10,64%;7,27%;1,04;17,58%;23,24%;0,00;314.984.000,00;0,56;0,00%
TMGC3;1.500,00;23,77;3,05;2,182;0,00%;2,101;12,70;33,47;22,43;32,14;32,14;6,52%;9,18%;1,69;8,73%;12,83%;0,00;1.167.010.000,00;0,05;10,49%
POWE3;10,90;23,92;0,99;0,618;0,00%;0,378;6,57;17,61;-3,01;10,63;10,01;3,51%;2,59%;1,13;3,54%;4,13%;0,00;988.330.000,00;0,04;0,00%
TSEP4;29,01;23,97;1,30;1,282;0,00%;0,906;3,80;14,82;4,43;12,29;12,29;8,65%;5,35%;1,88;9,10%;5,43%;0,00;2.047.020.000,00;0,00;4,50%
ELMD3;16,68;24,44;2,63;2,208;0,52%;1,008;9,49;8,76;-3,63;10,71;7,22;25,21%;11,72%;1,71;14,48%;10,74%;1.644.730,00;889.396.000,00;0,96;55,82%
ELEK3;19,11;24,46;2,66;0,619;0,34%;1,067;3,75;52,11;-110,34;65,77;26,15;1,19%;2,53%;1,94;2,52%;10,87%;0,00;226.327.000,00;0,99;5,69%
MAGS3;62,45;24,49;3,13;2,217;0,00%;2,120;4,90;15,02;6,65;14,19;14,19;14,76%;8,91%;3,06;18,74%;12,78%;0,00;848.546.000,00;0,13;10,05%
ELCA4;20,20;24,54;9,89;2,506;0,00%;1,444;25,89;9,69;-2,87;12,11;10,19;25,87%;14,18%;1,25;17,79%;40,32%;0,00;4.309.280.000,00;3,27;11,13%
CRUZ3;27,59;25,31;22,46;6,614;0,00%;7,185;62,03;20,74;124,93;20,75;19,27;31,89%;26,13%;1,19;46,80%;88,76%;0,00;1.877.350.000,00;0,63;3,04%
TNLP4;20,36;25,96;0,71;0,344;0,00%;0,125;1,29;3,40;-0,33;9,07;9,07;10,12%;-0,07%;1,48;4,58%;2,72%;0,00;13.736.000.000,00;2,02;15,39%
HGTX4;9,60;26,11;0,92;1,070;0,00%;0,635;1,92;27,10;2,54;28,00;11,15;3,95%;4,10%;2,47;3,00%;3,51%;0,00;1.704.940.000,00;0,12;-4,62%
PTNT3;10,55;26,39;1,28;0,679;2,01%;0,578;2,05;19,45;11,59;23,21;10,29;3,49%;4,55%;2,29;4,06%;4,83%;10.315,50;397.417.000,00;0,66;10,66%
AMBV4;86,80;26,59;8,74;8,027;0,00%;5,253;144,02;20,54;-37,72;20,36;18,35;39,08%;30,76%;1,18;32,43%;32,88%;0,00;31.105.700.000,00;0,10;21,73%
AMBV3;87,00;26,65;8,76;8,045;0,00%;5,266;144,35;20,59;-37,80;20,41;18,39;39,08%;30,76%;1,18;32,43%;32,88%;0,00;31.105.700.000,00;0,10;21,73%
RPSA4;4,90;27,33;1,55;5,697;0,00%;0,805;5,09;107,53;-4,50;137,55;137,55;5,30%;20,85%;2,09;0,85%;5,69%;0,00;1.167.980.000,00;0,61;-14,23%
SEBB11;23,27;28,01;6,44;2,214;0,00%;5,279;24,65;23,96;28,94;23,73;23,73;9,24%;7,40%;2,44;24,15%;23,01%;0,00;145.783.000,00;0,01;50,04%
LIPR3;47,50;28,08;2,47;0,000;0,82%;2,419;7,91;-83,75;8,37;-73,67;-73,67;0,00%;0,00%;78,92;-4,07%;8,80%;846,56;226.258.000,00;0,00;0,00%
VTRU3;9,40;29,11;0,54;0,607;0,00%;0,193;-3,37;1,77;-0,45;4,40;3,38;34,20%;2,09%;0,79;13,28%;1,85%;1.187.150,00;2.345.690.000,00;1,25;15,61%
RENT3;41,37;29,17;1,77;1,359;3,73%;0,553;17,16;8,60;-1,22;14,87;7,13;15,79%;4,65%;1,16;8,19%;6,06%;488.567.000,00;25.330.500.000,00;1,74;38,40%
ELCA3;24,70;30,00;12,10;3,065;0,00%;1,766;31,66;11,85;-3,50;14,27;12,01;25,87%;14,18%;1,25;17,79%;40,32%;0,00;4.309.280.000,00;3,27;11,13%
BSCT5;3,50;30,51;2,76;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;9,05%;0,00;212.960.000,00;0,00;1,92%
PNVL4;18,62;30,66;2,39;0,594;0,00%;0,890;4,03;19,27;-31,96;25,10;10,44;3,08%;1,94%;1,58;6,27%;7,80%;0,00;1.171.580.000,00;0,95;14,17%
CEGR3;66,78;31,69;12,85;3,292;2,26%;3,720;-106,99;17,72;-8,55;18,34;15,87;18,58%;10,39%;0,89;26,51%;40,55%;0,00;1.349.110.000,00;0,86;10,98%
ORVR3;48,05;31,97;5,34;4,888;0,00%;1,621;15,61;21,55;-3,90;26,78;15,55;22,68%;16,87%;1,69;8,86%;16,69%;25.855.800,00;747.021.000,00;1,70;30,91%
MOSI3;8,24;32,29;1,56;4,761;0,00%;1,453;1,89;89,69;1,90;42,98;24,91;5,31%;14,75%;13,30;8,12%;4,82%;0,00;670.337.000,00;0,00;0,00%
BRGE6;12,92;32,46;0,72;267,653;4,36%;0,318;0,83;-1,36;1,62;0,92;0,94;-19.636,90%;1.381,29%;3,06;-50,03%;2,21%;0,00;1.324.180.000,00;0,00;-45,61%
CREM3;14,50;32,69;2,45;0,685;0,00%;0,670;4,89;8,52;-5,41;12,04;7,07;8,05%;2,10%;1,29;11,36%;7,50%;0,00;189.701.000,00;1,58;-0,27%
BRGE7;13,07;32,83;0,73;270,760;2,51%;0,322;0,84;-1,38;1,63;0,90;0,92;-19.636,90%;1.381,29%;3,06;-50,03%;2,21%;0,00;1.324.180.000,00;0,00;-45,61%
TSEP3;40,00;33,05;1,79;1,768;0,00%;1,250;5,24;20,44;6,11;17,91;17,91;8,65%;5,35%;1,88;9,10%;5,43%;0,00;2.047.020.000,00;0,00;4,50%
BRGE8;13,17;33,08;0,73;272,832;1,78%;0,324;0,85;-1,39;1,65;0,89;0,91;-19.636,90%;1.381,29%;3,06;-50,03%;2,21%;0,00;1.324.180.000,00;0,00;-45,61%
BRGE5;13,18;33,11;0,73;273,039;0,00%;0,325;0,85;-1,39;1,65;0,89;0,91;-19.636,90%;1.381,29%;3,06;-50,03%;2,21%;0,00;1.324.180.000,00;0,00;-45,61%
BRGE11;13,18;33,11;0,73;273,039;2,14%;0,325;0,85;-1,39;1,65;0,89;0,91;-19.636,90%;1.381,29%;3,06;-50,03%;2,21%;0,00;1.324.180.000,00;0,00;-45,61%
ELEK4;26,00;33,27;3,62;0,842;0,25%;1,452;5,10;70,89;-150,12;84,56;33,61;1,19%;2,53%;1,94;2,52%;10,87%;0,00;226.327.000,00;0,99;5,69%
BRGE12;13,47;33,84;0,75;279,047;0,00%;0,332;0,87;-1,42;1,68;0,86;0,88;-19.636,90%;1.381,29%;3,06;-50,03%;2,21%;0,00;1.324.180.000,00;0,00;-45,61%
BRGE3;13,50;33,91;0,75;279,668;0,00%;0,333;0,87;-1,42;1,69;0,86;0,87;-19.636,90%;1.381,29%;3,06;-50,03%;2,21%;0,00;1.324.180.000,00;0,00;-45,61%
RAIZ4;3,16;35,05;1,46;0,143;5,68%;0,237;7,19;5,09;-0,62;12,28;5,01;2,80%;0,44%;1,08;6,04%;4,15%;50.497.800,00;22.473.400.000,00;2,44;25,66%
CTIP3;49,50;35,13;8,76;8,248;0,00%;3,774;-71,28;21,15;-14,32;21,42;18,26;38,99%;23,48%;0,85;24,63%;24,94%;0,00;1.486.250.000,00;0,67;13,43%
TNLP3;27,75;35,39;0,96;0,468;0,00%;0,170;1,76;4,63;-0,45;10,31;10,31;10,12%;-0,07%;1,48;4,58%;2,72%;0,00;13.736.000.000,00;2,02;15,39%
ENEV3;14,01;36,35;1,48;2,452;0,00%;0,499;32,74;8,72;-0,95;15,72;9,87;28,12%;10,43%;1,16;6,08%;4,08%;137.859.000,00;14.970.700.000,00;1,30;32,74%
VIGR3;25,00;36,57;2,55;0,763;0,00%;0,899;11,45;12,39;-5,02;15,20;22,95;6,16%;2,28%;1,26;9,06%;6,98%;0,00;1.593.560.000,00;0,84;54,72%
PARD3;20,25;36,76;5,30;2,565;5,22%;2,095;-54,06;17,52;-8,62;18,12;11,99;14,64%;7,00%;0,90;15,26%;14,42%;0,00;1.019.310.000,00;0,53;15,97%
PEAB3;43,00;37,73;0,92;13,266;1,66%;0,650;3,49;-98,97;-8,17;-86,40;-288,77;-13,40%;35,16%;7,63;-0,80%;2,44%;5.213,91;882.806.000,00;0,13;-25,22%
CRIV4;6,74;37,77;0,66;0,000;3,60%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;1,74%;0,00;1.058.750.000,00;0,00;-0,10%
ALSC3;27,75;38,57;2,20;10,717;0,95%;1,202;9,41;19,33;-4,22;17,49;14,08;55,45%;29,30%;5,39;7,03%;5,69%;0,00;2.593.960.000,00;0,00;2,34%
CRIV3;6,98;39,11;0,68;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;1,74%;0,00;1.058.750.000,00;0,00;-0,10%
RHDS3;0,11;39,98;3,24;0,548;0,00%;0,790;-65,29;7,49;-2,70;10,70;8,06;7,31%;1,17%;0,97;11,80%;8,12%;0,00;272.045.000,00;1,49;4,38%
WEGE3;56,03;40,37;12,19;6,928;1,34%;6,281;21,77;30,90;31,02;30,50;28,00;22,42%;17,74%;1,76;28,22%;30,19%;373.588.000,00;19.299.600.000,00;0,22;23,15%
PEAB4;46,32;40,65;0,99;14,290;1,79%;0,700;3,76;-106,61;-8,80;-94,04;-314,31;-13,40%;35,16%;7,63;-0,80%;2,44%;3.101,47;882.806.000,00;0,13;-25,22%
GUAR3;8,09;40,77;0,79;0,442;1,49%;0,302;1,29;7,40;33,72;9,06;4,12;5,97%;1,08%;1,60;5,19%;1,94%;10.224.100,00;5.108.980.000,00;0,52;8,65%
RAIA3;30,50;41,22;2,98;0,897;0,00%;1,777;4,31;18,18;5,06;16,73;16,73;4,93%;2,18%;2,20;17,80%;7,22%;0,00;635.785.000,00;0,12;0,00%
IMCH3;6,39;41,83;0,59;0,336;0,00%;0,289;-9,49;12,28;-0,78;21,16;6,62;2,73%;0,80%;0,82;2,55%;1,40%;0,00;920.589.000,00;0,51;21,04%
RADL3;25,70;42,50;7,15;1,213;1,13%;2,132;10,90;20,48;-17,21;21,89;12,12;5,92%;2,94%;1,51;13,96%;16,82%;190.668.000,00;6.176.560.000,00;0,55;18,28%
PTQS4;189,46;43,43;2,19;4,717;0,00%;1,577;9,89;-7.214,41;-35,73;-7.466,35;-7.466,35;-0,07%;11,37%;3,32;-0,02%;5,04%;0,00;1.714.950.000,00;0,24;56,13%
UOLL4;19,62;43,52;2,35;2,054;0,00%;1,403;457,14;15,14;-12,83;16,49;16,49;13,56%;4,69%;1,01;10,57%;5,40%;0,00;1.003.690.000,00;0,23;21,99%
LAND3;12,75;44,91;1,70;16,148;0,68%;1,312;-26,42;28,91;-6,66;30,51;28,06;55,85%;35,96%;0,40;4,64%;3,79%;975.772,00;720.149.000,00;0,12;-16,80%
ELET5;90,00;46,72;1,82;5,797;0,00%;0,758;6,60;26,45;-1,98;32,26;21,76;21,92%;12,41%;2,35;3,20%;3,90%;1.244,44;114.094.000.000,00;0,63;4,30%
PLTO6;10,47;50,81;692.616,00;0,690;0,00%;0,901;2,90;55,05;-1,55;56,35;56,35;1,25%;1,36%;3,87;1,74%;1.363.200,00%;0,00;1.000,00;21.227,00;8,78%
SULA11;22,25;52,23;1,13;0,432;0,27%;0,314;0,85;-13,07;-4,60;6,62;8,51;-3,30%;0,83%;2,29;-5,62%;2,17%;0,00;8.363.840.000,00;0,37;1,66%
SULA3;7,43;52,32;1,13;0,433;0,27%;0,314;0,85;-13,09;-4,61;6,59;8,48;-3,30%;0,83%;2,29;-5,62%;2,17%;0,00;8.363.840.000,00;0,37;1,66%
PLTO5;10,94;53,09;723.708,00;0,721;0,00%;0,942;3,03;57,52;-1,62;58,82;58,82;1,25%;1,36%;3,87;1,74%;1.363.200,00%;0,00;1.000,00;21.227,00;8,78%
FFTL3;25,00;53,22;2,26;3,410;0,00%;1,508;23,71;20,90;-15,54;20,55;20,55;16,32%;8,16%;1,37;8,91%;4,24%;0,00;6.274.030.000,00;0,07;7,79%
FFTL4;25,06;53,34;2,26;3,418;0,00%;1,512;23,77;20,95;-15,58;20,60;20,60;16,32%;8,16%;1,37;8,91%;4,24%;0,00;6.274.030.000,00;0,07;7,79%
SULA4;7,63;53,73;1,17;0,444;0,26%;0,323;0,88;-13,45;-4,73;6,24;8,02;-3,30%;0,83%;2,29;-5,62%;2,17%;0,00;8.363.840.000,00;0,37;1,66%
BEEF3;6,49;55,70;5,89;0,140;0,00%;0,113;0,31;1,89;-0,39;6,49;5,14;7,42%;0,25%;2,22;14,75%;10,57%;55.299.700,00;669.700.000,00;38,95;11,96%
BSEV3;9,00;56,31;-10,76;0,889;0,00%;0,776;-1,59;4,40;-1,02;7,59;3,70;20,19%;1,58%;0,39;20,66%;-19,12%;0,00;-853.187.000,00;-8,95;7,12%
GVTT3;57,70;57,38;3,68;4,312;0,00%;2,268;21,82;25,92;-18,43;26,65;26,65;16,64%;7,52%;1,66;10,32%;6,42%;0,00;2.150.790.000,00;0,24;31,47%
CSAB3;30,50;58,43;1,11;312,320;0,00%;0,566;0,00;18,86;0,00;0,00;0,00;1.656,27%;534,53%;0,00;0,00%;1,89%;0,00;211.654.000,00;0,00;-17,83%
AEDU3;18,35;59,34;3,32;4,141;0,00%;2,159;17,00;41,06;-21,55;43,27;29,01;10,08%;6,98%;2,04;5,77%;5,60%;0,00;2.415.400.000,00;0,30;20,90%
JALL3;6,50;59,34;0,95;1,058;1,04%;0,273;1,09;6,80;-0,79;17,46;3,89;15,54%;1,78%;3,17;5,05%;1,60%;3.809.190,00;2.072.380.000,00;2,13;13,86%
SUBA3;84,00;61,95;8,39;8,067;0,00%;6,778;8,03;115,78;8,09;106,17;106,17;6,97%;13,02%;5,55;19,11%;13,54%;0,00;530.396.000,00;0,00;0,00%
LVTC3;4,04;64,58;0,40;0,311;0,00%;0,185;0,75;1,38;-1,39;0,99;0,48;22,47%;0,48%;2,55;15,41%;0,62%;82.692,60;650.378.000,00;0,00;-12,24%
MYPK4;31,79;65,25;1,19;0,335;0,00%;0,320;1,75;5,72;-1,50;10,53;6,79;5,85%;1,21%;1,59;7,94%;1,82%;0,00;4.116.400.000,00;1,54;15,79%
PRGA4;75,00;67,95;8,01;2,232;0,00%;2,042;13,97;29,47;-7,94;31,89;17,84;7,57%;3,86%;1,45;11,93%;11,79%;0,00;15.753.800.000,00;1,42;11,97%
BRIV4;12,54;70,08;0,66;0,000;2,61%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,95%;0,00;1.671.490.000,00;0,00;-44,72%
DAGB33;375,00;71,75;1,60;0,640;0,00%;0,510;15,24;11,87;-1,27;19,35;30,65;5,39%;1,67%;1,17;4,96%;2,24%;0,00;12.597.300.000,00;1,18;32,08%
BRIV3;12,86;71,86;0,68;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,95%;0,00;1.671.490.000,00;0,00;-44,72%
CTPC3;0,20;76,36;1,08;0,000;0,00%;0,097;0,00;-16,86;0,00;-18,75;-18,75;0,00%;0,00%;0,00;0,00%;1,41%;0,00;2.411.000,00;0,00;-6,10%
MSPA4;36,30;77,55;0,28;1,495;0,88%;0,163;5,77;-10,13;-0,49;-15,21;38,31;-14,76%;1,93%;1,55;-1,68%;0,36%;1.129,33;833.010.000,00;0,19;13,30%
MNPR4;4,63;80,37;-0,10;0,097;0,00%;0,099;-0,09;0,72;-0,07;0,72;0,60;13,37%;0,12%;0,33;14,43%;-0,13%;0,00;-326.805.000,00;0,00;10,32%
RLOG3;23,08;82,76;4,26;1,534;0,00%;0,229;1,49;5,32;-0,50;12,43;6,68;28,85%;7,07%;2,64;5,36%;5,15%;0,00;2.507.240.000,00;9,08;8,76%
MSPA3;42,00;89,73;0,32;1,730;0,69%;0,189;6,67;-11,72;-0,57;-16,80;42,32;-14,76%;1,93%;1,55;-1,68%;0,36%;8.064,00;833.010.000,00;0,19;13,30%
CSAB4;48,97;93,81;1,78;501,453;0,00%;0,909;0,00;30,28;0,00;0,00;0,00;1.656,27%;534,53%;0,00;0,00%;1,89%;0,00;211.654.000,00;0,00;-17,83%
SUZB6;17,88;100,82;0,56;0,561;0,00%;0,148;0,97;2,11;-0,31;8,36;4,83;26,60%;0,60%;2,48;8,47%;0,55%;0,00;40.494.900.000,00;2,19;10,98%
HGTX3;37,50;101,99;3,57;4,178;0,00%;2,480;7,50;105,87;9,93;106,77;42,50;3,95%;4,10%;2,47;3,00%;3,51%;0,00;1.704.940.000,00;0,12;-4,62%
CASN3;10,45;103,19;5,68;6,784;0,10%;2,398;168,02;32,67;-5,66;37,64;24,65;20,77%;6,57%;1,10;7,91%;5,51%;0,00;2.115.430.000,00;0,99;7,66%
PQUN3;15,44;104,31;1,88;0,545;0,00%;0,523;7,57;19,50;-0,97;40,25;40,25;2,80%;0,52%;1,61;3,02%;1,81%;0,00;858.692.000,00;2,28;5,19%
PQUN4;15,44;104,31;1,88;0,545;0,00%;0,523;7,57;19,50;-0,97;40,25;40,25;2,80%;0,52%;1,61;3,02%;1,81%;0,00;858.692.000,00;2,28;5,19%
SUZA4;13,90;108,13;0,21;0,060;0,00%;0,016;0,10;0,22;-0,03;6,47;3,74;26,60%;0,52%;2,49;8,47%;0,19%;0,00;11.709.200.000,00;7,57;14,45%
TMAR6;42,01;112,59;0,71;0,519;0,00%;0,181;1,49;4,04;-0,50;8,29;3,21;12,84%;-0,42%;1,62;5,78%;0,63%;0,00;20.448.500.000,00;1,38;14,80%
TMAR5;42,67;114,35;0,72;0,527;0,00%;0,184;1,51;4,10;-0,51;8,35;3,24;12,84%;-0,42%;1,62;5,78%;0,63%;0,00;20.448.500.000,00;1,38;14,80%
SUZB5;21,13;119,15;0,66;0,663;0,00%;0,174;1,14;2,49;-0,36;8,75;5,05;26,60%;0,60%;2,48;8,47%;0,55%;0,00;40.494.900.000,00;2,19;10,98%
ROMI4;185,00;119,38;14,40;14,819;0,00%;7,272;23,13;212,53;61,61;217,93;128,47;6,97%;12,46%;2,06;4,13%;12,06%;0,00;1.196.710.000,00;0,62;9,32%
NETC3;38,50;123,10;2,12;1,290;0,00%;1,074;-33,02;10,82;-2,96;12,15;5,27;11,93%;1,55%;0,80;10,95%;1,72%;0,00;6.812.390.000,00;0,28;66,63%
VSTE3;12,41;123,37;1,36;1,292;0,38%;0,849;6,52;35,62;-15,55;42,37;7,78;3,63%;1,05%;1,69;2,65%;1,10%;106.385,00;1.043.180.000,00;0,30;14,05%
NETC4;40,00;127,89;2,20;1,340;0,00%;1,116;-34,31;11,24;-3,08;12,57;5,45;11,93%;1,55%;0,80;10,95%;1,72%;0,00;6.812.390.000,00;0,28;66,63%
MLFT4;22,39;139,84;11,33;40,307;0,00%;5,585;27,05;74,98;-29,71;77,78;60,51;53,75%;28,99%;2,84;10,19%;8,10%;0,00;4.159.620.000,00;0,96;15,74%
TMAR3;62,00;166,16;1,04;0,765;0,00%;0,268;2,20;5,96;-0,74;10,21;3,96;12,84%;-0,42%;1,62;5,78%;0,63%;0,00;20.448.500.000,00;1,38;14,80%
LOGN3;33,50;176,31;3,83;1,422;0,00%;0,970;17,08;16,89;-2,01;23,39;10,95;8,42%;0,81%;1,27;6,36%;2,17%;424.686,00;938.454.000,00;1,78;25,86%
BIDI3;3,40;225,51;1,06;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,47%;0,00;8.348.550.000,00;0,00;37,00%
BIDI4;3,41;226,17;1,06;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,47%;0,00;8.348.550.000,00;0,00;37,00%
BIDI11;10,40;229,93;1,08;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,47%;0,00;8.348.550.000,00;0,00;37,00%
SUZB3;54,38;306,64;1,70;1,707;2,24%;0,449;2,94;6,42;-0,94;12,67;7,32;26,60%;0,60%;2,48;8,47%;0,55%;318.689.000,00;40.494.900.000,00;2,19;10,98%
MNPR3;17,83;309,52;-0,39;0,373;0,00%;0,381;-0,33;2,79;-0,27;2,78;2,34;13,37%;0,12%;0,33;14,43%;-0,13%;32.171,90;-326.805.000,00;0,00;10,32%
ELEV3;24,30;312,39;3,22;0,688;0,00%;0,954;5,75;37,19;-5,18;51,41;51,41;1,85%;0,27%;1,47;3,01%;1,03%;0,00;489.356.000,00;1,35;3,69%
MRFG3;13,84;329,00;2,22;0,092;0,00%;0,091;1,08;3,26;-0,22;13,49;4,90;2,84%;0,32%;1,26;3,92%;0,68%;76.174.200,00;5.642.440.000,00;10,87;25,75%
RHDS4;1,00;363,45;29,50;4,977;0,00%;7,182;-593,56;68,11;-24,55;71,32;53,72;7,31%;1,17%;0,97;11,80%;8,12%;0,00;272.045.000,00;1,49;4,38%
CALI3;26,00;363,71;3,41;1,507;2,38%;0,435;3,94;-9,10;-0,69;-12,95;-14,43;-16,57%;0,41%;1,87;-5,01%;0,94%;57,78;28.348.000,00;1,68;62,36%
PRBC4;14,54;583,62;37,23;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;6,38%;0,00;1.272.210.000,00;0,00;-8,19%
CEPE5;40,12;598,69;1,84;0,358;0,00%;0,217;11,79;2,55;-0,34;9,24;6,77;14,04%;0,06%;1,08;9,34%;0,31%;0,00;1.624.000.000,00;5,20;1,81%
UBBR4;7,49;610,27;1,99;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,33%;0,00;10.317.200.000,00;0,00;10,58%
CEPE6;43,00;641,66;1,98;0,384;0,00%;0,232;12,63;2,74;-0,37;9,42;6,90;14,04%;0,06%;1,08;9,34%;0,31%;0,00;1.624.000.000,00;5,20;1,81%
CALI4;50,00;699,44;6,56;2,898;0,00%;0,836;7,57;-17,49;-1,32;-21,35;-23,79;-16,57%;0,41%;1,87;-5,01%;0,94%;0,00;28.348.000,00;1,68;62,36%
GUAR4;151,00;761,06;14,75;8,249;0,00%;5,639;24,11;138,20;629,39;139,86;63,52;5,97%;1,08%;1,60;5,19%;1,94%;0,00;5.108.980.000,00;0,52;8,65%
UBBR11;14,75;1.201,81;3,91;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,33%;0,00;10.317.200.000,00;0,00;10,58%
UBBR3;18,00;1.466,61;4,77;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,33%;0,00;10.317.200.000,00;0,00;10,58%
CEPE3;128,00;1.910,07;5,88;1,143;0,00%;0,691;37,60;8,14;-1,10;14,83;10,86;14,04%;0,06%;1,08;9,34%;0,31%;0,00;1.624.000.000,00;5,20;1,81%
SEER3;6,06;2.766,15;0,63;0,414;0,00%;0,222;3,89;2,93;-0,58;5,22;2,86;14,14%;0,01%;1,27;8,45%;0,02%;2.656.550,00;1.240.840.000,00;0,75;11,26%
SHOW3;1,05;2.831,35;0,43;0,145;0,00%;0,158;2,59;2,96;-1,48;2,63;2,19;4,89%;-0,04%;1,13;9,16%;0,02%;328.559,00;164.583.000,00;0,49;79,20%
LWSA3;4,30;3.912,52;0,89;1,926;0,00%;0,628;7,25;26,99;11,37;21,81;9,48;7,14%;0,05%;1,33;2,72%;0,02%;25.520.300,00;2.891.700.000,00;0,03;34,46%
